timestamp,label,confidence,vad
11:45:02,conversational,0.25,False
11:45:03,noisy,0.19,False
11:45:04,noisy,0.25,False
11:45:05,noisy,0.4,False
11:51:24,noisy,0.19,False
11:51:25,noisy,0.94,False
11:51:28,noisy,0.5,False
11:51:28,conversational,0.94,False
11:51:31,conversational,0.85,False
11:51:33,conversational,0.25,False
11:51:33,conversational,0.32,False
11:51:36,conversational,0.63,False
11:51:36,conversational,0.46,False
11:51:36,conversational,0.36,False
11:51:36,conversational,0.08,False
11:51:36,conversational,0.86,True
11:51:36,conversational,0.98,True
11:51:37,conversational,0.36,False
11:51:38,conversational,0.26,False
11:51:39,conversational,0.17,False
11:51:40,conversational,0.14,False
11:51:41,conversational,0.47,False
11:51:42,conversational,0.43,False
11:51:43,conversational,0.21,False
11:51:44,conversational,0.51,False
11:51:45,conversational,0.43,False
11:51:46,conversational,0.86,True
11:51:47,conversational,0.84,True
11:51:48,conversational,0.97,True
14:51:15,traffic,0.42,False
14:51:16,traffic,0.34,False
14:51:17,traffic,0.24,False
14:51:18,noisy,0.3,False
14:51:19,noisy,0.48,False
14:51:22,noisy,0.37,False
14:51:22,noisy,0.99,False
14:51:25,noisy,0.47,False
14:51:25,noisy,0.89,False
14:51:25,noisy,0.96,True
14:51:25,conversational,0.15,False
14:51:26,conversational,0.28,False
14:51:27,conversational,0.38,False
14:51:28,conversational,0.57,False
14:51:31,conversational,0.58,False
14:51:34,conversational,0.89,True
14:51:34,conversational,0.73,False
14:51:34,conversational,0.24,False
14:51:34,conversational,0.76,True
14:51:34,conversational,0.25,False
14:51:35,conversational,0.32,False
14:51:36,conversational,0.26,False
14:51:37,conversational,0.61,False
14:51:38,conversational,0.35,False
14:51:39,conversational,0.32,False
14:52:36,noisy,0.5,False
14:52:38,noisy,0.65,False
14:52:38,noisy,0.99,False
14:52:39,conversational,0.34,False
14:52:40,conversational,0.37,False
14:52:42,conversational,0.3,False
14:52:46,conversational,0.49,False
14:52:46,conversational,0.42,False
14:52:46,conversational,0.83,False
14:52:49,conversational,0.97,True
14:52:49,conversational,0.41,False
14:52:49,conversational,0.51,False
14:52:49,conversational,0.78,True
14:52:49,conversational,0.37,False
14:52:50,conversational,0.54,False
14:52:51,conversational,0.5,False
14:52:52,conversational,0.7,False
14:52:53,conversational,0.15,False
14:52:54,conversational,0.39,False
14:52:55,traffic,0.36,False
14:52:56,traffic,0.2,False
14:52:57,traffic,0.18,False
14:52:58,noisy,0.05,False
14:52:59,noisy,0.31,False
14:53:00,noisy,0.1,False
16:35:54,conversational,0.22,True
16:35:55,conversational,0.27,True
16:35:56,conversational,0.46,True
16:35:57,conversational,0.12,True
16:35:58,conversational,0.59,True
16:36:01,conversational,0.4,False
16:36:01,conversational,0.14,False
16:36:01,conversational,0.08,True
16:36:02,conversational,0.88,True
16:36:03,conversational,0.22,True
16:36:04,conversational,0.45,False
16:36:05,conversational,0.41,True
16:36:06,conversational,0.27,True
16:36:07,conversational,0.38,True
16:36:08,conversational,0.49,True
16:36:09,conversational,0.18,True
16:36:10,conversational,0.41,True
16:36:11,conversational,0.34,True
16:36:12,conversational,0.39,True
16:36:13,conversational,0.37,False
16:36:14,conversational,0.13,False
16:36:15,conversational,0.26,False
16:36:16,conversational,0.2,True
16:36:17,traffic,0.12,False
16:36:18,traffic,0.1,False
16:55:04,noisy,0.63,False
16:55:06,noisy,0.19,False
16:55:06,noisy,0.87,False
16:55:07,noisy,0.39,False
16:55:08,noisy,0.44,False
16:55:10,conversational,0.16,False
16:55:10,conversational,0.82,False
